Reviewer,Title,Review,Rating
malkan2018,"Friendly place, good value",The Holiday Inn Express in Orchard Road is a compact hotel with everything you need. The rooms are comfortable & the staff is friendly & efficient & extremely prompt with any queries & requests. It is in the heart of the shopping district & it’s location is perfect for a tourist.,3
Alvaro,"Underrated Hotel, Great Service, Large Beds","The staff at this hotel makes everything 5*. The security who greeted us and took our luggage, whom we saw everyday was one of the persons who made our hotels stay a pleasant one. The staff at the reception who checked us in was very helpful and provided us early check in at 10.30 am. The cleaning ladies at the breakfast as well as rooms along with the kitchen staff were all very pleasant and had a smile on whenever they greeted. For a budget hotel, even though the breakfast selection was limited, it was of good taste and well balanced. They provided coffee cups along with paper bags for those who wished to carry their breakfast elsewhere. The only concern I had was the limited facilities provided in the room. One being, their was no proper door to the wash room. The shower",1
Stevie B,Not good for family’s,"The hotel is in a neat, quiet neighborhood, away from the main attractions, but very comfortable and friendly. Clean, quiet comfortable room, good breakfast, Asian and European. Taxi to airport about 25-30 local dollars, there is a city bus for a very low price, takes 1 hour through the whole city.",5
Departure58868083180,"warm, honest and speedy service at the heart of Orchard","This hotel is very underrated in my honest opinion.. the hotel might not be chic, luxurious. The lobby might be standard. But this hotel has great service and flexibility. I have made an erroneous bookings 2 times, first one booked the Holiday Inn City Center instead, second one was double booking due to miscommunication, they helped fix it, went against the fine print and helped us. I know many other hotels are too greedy to break the rules and fine print. Secondly, this hotel provide breakfast, the most important meal of the day. It's not a fancy breakfast, but it's free and included when you stay there. Third, 2 Large beds. They don't use single beds, the use 2 large beds. This is great so you can sleep without falling off the bed. Finally, location. Hotel is location in",5
Ellie,"Value for money, very clean!!","No bath and shower is very slippery. The bathroom also smells pretty bad. Unable to provide a cot and no facilities for children. Breakfast isn’t ideal either. Service was good though, staff friendly and helpful.",4
sguday,The Standard Hotel at Posh Location,"I ordered from Redmart days before checking in so I just instructed Red mart to leave the stuff with the concierge between 4 to 6 pm. Right after checking in around 2:30pm, we rushed out of the hotel to grab a bite and do a little shopping. When we returned, all the stuff I ordered are already in our room. ☺ Was in a hurry one morning so I left my watch on a piece of facial tissue on the table. When I got back, the room was squeaky clean and my watch was neatly placed on the table where I could easily see it. 😘",5
Sunsh11,Very Good for Comfort and convenience,"This hotel is amazing!!!! Just a quick recap on why this hotel made our first trip to Singapore unforgettable. Shoutout to the reservations team leader, Mr. Elvis Ang for going out of his way in making sure our family of 5 got a connecting room. Kudos to you, Sir! You definitely made our stay worthwhile. 1. The place was very clean and well maintained. The lobby was a bit small but spacious. The size of the dining room is okay for a 3/4 star hotel, and they keep the area so clean especially when its breakfast time which was a shock to me. We usually sit and have our breakfast outside (they have dining tables and chairs outside too!) and was surprised that there are staff who made sure the tables were clean even outside. The size of the rooms were okay, and the beds were so",1
Kristen George,"Perfect location, Pleasant stay",The only specialty of this hotel is it is located on Orchard Road. The famous Takashimaya is very close to this hotel. As my first preference was to stay close to Orchard Road so I booked it. The taxi booking service from this hotel is very nice and generally you get it very easily due to its advantageous location. The Breakfast and the On the go breakfast option at the hotel is good here. Since it is very close to the Orchard Road so you can easily walk and hang out. You will not have views from the room all the high rises are beside the hotel. It is good if you don't have much to do except sleeping in the room. For working days this hotel should be fine.,4
Tamtim,Asia visit,The hotel is located in the heart of Singapore. The convenience of being on the orchard road was the first criteria we choose this hotel and we are so glad it was equally comfortable. The hotel staff was very helpful and always greeted with real smile on their faces. The rooms were reasonably priced and also offered delicious complimentary breakfast. The breakfast spread was very good and the restaurant guys were more than happy to customise the food as per our requirements. Ram and the entire team took special care of us at the restaurant and the front office made sure we are at comfort during our stay. Keep up the good work team!!!!,5
Derek Lee,A better Holiday Inn Express,"Hotel is located in the shopping hub, the hop on bus stops around the corner. The city shuttle stops at the hotel so very convenient to book from Changi at $9 per person. The hotel itself is clean, modern, good breakfast, good coffee. There is a mini fridge and safe in the room as well as a Handy phone with unlimited internet and calls which we used and found extremely helpful as we could take it with us. The staff are friendly, professional and very helpful. My only regret is that we didn't stay in Singapore longer. I would definitely stay at this hotel if I ever visit again and would highly recommend it to others.",1
Glenn M,Good Hotel in Singapore,We only chose the hotel as we are a IHG member and we usually stay in Holiday Inn. The hotel itself is fantastic and a perfect location. The rooms are quite spacious and loved the quick WiFi in the rooms. The breakfast was excellent and better than in Europe!,3
Helen B,Above expectations,"Business trip for one. This is becoming my preferred HIE in Singapore and I normally stay here on my personal business given the decent price and points under IHG. Location is fantastic and the room is decent, clean and relatively nice. Its right in the middle of Orchard Road so there are lots of choices in terms of food and entertainment. A very nice hotel for a decent budget... especially if you are launching a start-up and you want to have discipline in costs.",1
Jerome Alano,A compact hotel but complete in everything you need,"The Hotel located in the centre of Orchad Road Singapore, The room is clean.and have a good interior. The staff are friendly and the process of check in was fast. Free breakfast and variety of foods are served. I keep coming back to this hotel.",5
Hburn10,Recommended choice in Orchard Road,"So happy with our choice of hotel. Modern, clean and recently refurbished. Just suits our needs. Quiet, perfect location, friendly and attentive staff who are keen to help and great buffet breakfasts which complement our experience.",5
Seawind1,Perfect value for money,"Holiday Inn Express is a traveller's hotel for the business minded individual. All essential amenities are there despite the cramp looking lobby. The rooms are spacious, clean and quiet. Their electrical outlets are of the universal kind so not to worry about plug adaptors. The room we had doesn't have a mini fridge but there are some convenience stores around the block were you can grab some midnight snacks. Singapore is safe to walk around even in the wee hours of the night. The hotel also have lots of malls and shopping centers around the vicinity from high end shopping to budget, last minute buys. The hotel staff are very courteous, friendly and helpful. Their dining area are spacious enough with a widescreen TV and books for the book loving guest who would love to read",4
Florence C,Convenient and Baby friendly,"I've also thought Holiday Inn Express properties are clean quite good choices for travels, because they are always 1) clean 2) reasonably priced 3) free breakfast. The combination of all 3 makes its hard to ignore if the location is good. You basically know what you are getting when you book a HIE - no surprises. Location - I think HIE Orchard hits the spot in all the right places - the location is unbeatable for shopaholics being right in the middle of the Orchard action. The only flaw is that it doesn't have sheltered access to shopping which can be a bummer when it pours. But otherwise for what it's worth, it is pretty much value for money. Price - I lucked out winning the stay but the last I checked, rates hovered aroud $200++ a night for my stay dates. Check In - Arrived",5
Kim_minimal,"Very Good to stay,recommend for Orchard Rd.","We spent two days at this hotel, prior to a cruise. It was a perfect stay. The hotel is located at the heart of the city, very close to the shopping area, a variety of eating options and yet it felt quiet as if it were somewhere in the suburbs, The room was rather small, but very clean and had all the amenities which are necessary to the traveler. Check in was quick, the staff was polite and helpful, the breakfast (which is included in the price of the room) offered many tasteful choices and, to our surprise, the chef would always be there asking the customers if there is something more that he could do for them, which added a very pleasant note to the overall experience. Would we recommend this hotel to you ? Definitely. When in Singapore, don't miss the opportunity to stay",1
Jericho P,Convenient,"Fast and quick check in time. Rooms are very spacious with extra sofa bed!!! My nephew super enjoyed his stay, carpeted room is clean--we let him crawl freely everytime! Breakfast buffet is super yummy!!! Very near to all types of malls and park!!! Will definitely come back and recommend to friends and relatives!!!👍😊",4
Shyam S,Good Hotel,"We arrived very late in the night with warm welcome from Mrs.Tida (night manager) to find a room for us. Hotel breakfast was very crowded, thank to Mrs.Xang, she was very helpful and found a table for us in the professional level. We was very happy to see her every morning. The only bad thing was our room’s keycard had to reactivate everyday. On the 3rd day we didn’t know that our keycard could not use again after we went in the elevator with other guests, we had to ask them to press 1st floor for us. The front desk told me that my keycard was reset because it was near mobile radio. (how fragile it is) In the end, we are happy in this hotel and very recommend. Best rate and location in the Orchard Rd.",5
John Alexander Q,Perfect Hotel,Staying in Hoilday Inn Express in Orchard is very convenient. Very near shopping malls. Rooms are clean. Su Han Ng is very accommodating and very nice. I recommend you to stay and look for Ms. Su. Will be back for sure...,1
DelonixR,It's all about location,Good location and pleasing staff. The checkin was smooth. The breakfast spread is very good and pleasing service. I would recommend to stay in this hotel. Very close to MRT and bus station. The rooms are clean.,3
sriram annan,Value Hotel in Orchard,"I seldom use the word, ""perfect"", but for the price, this would be a perfect hotel. Orchard Road is just a few steps from the side entrance of the hotel. The driveway is on Bideford Road and has couches and a big-ass fan. All features to make your stay a pleasant one have been thought out by the hotel's management. Here are some features that are not commonly available: -free breakfast up to 11:30AM -washing and drying machines in good condition, with free soap -coin changing machines for the washing and drying machines -beverage vendo machine -ice machine -24-hour gym -free travel cellphone -Herman Miller desk chair The size of the room is above-average for a Holiday Inn Express. The only downside is the small-ish bathroom, which is sort of standard Holiday Inn Express size.",1
Wandering_Gal2013,Lovely Lodging Place in Orchard,"We stayed as a couple over a recent weekend. The best bit about this property is its location. It’s roughly in the middle of the Orchard Road stretch, and right behind Apple’s main Singapore store. Directly across the road are the interconnected Somerset 313, Orchard Gateway and Orchard Central malls with its huge variety of dining places, and Cathay @ Cineleisure is just across the road too. Despite its proximity to the main Orchard Road stretch, the hotel itself is located at a very quiet side road with little foot traffic. It’s still brightly lit at night and safe, but we really appreciated the quietness of the surrounding area once we’d ducked out from the main road. The hotel also offers complimentary parking - important for us. The covered car park itself isn’t very",5
Samson Chieng,Enjoyable trip!,"The room is perfect, neat and clean, the restaurant serves great breakfast in the morning, many varieties and different cuisine of foods. Gym, a self-service launderette is perfect for a budget stay. The room is small but still comfortable.",5
Frances R,Great Value hotel in Singapore .,Location is at the center of everything in Orchard. The hotel rooms were cleaned on time when you needed to get some rest after lingering around Orchard & Marina Bay. Thanks to the lovely cleaning lady Lisa in September 2018. Breakfast was wonderful. A big thank you to Chef Ram for the goodies each morning and the lovely morning conversations we enjoyed so much. Secured rooms w/ free handy phones to use around Singapore. Overall staff were all approachable and all smiling from check-in to check-out. We are coming back again this year on our way back from another Asian trip.,4
Dino B,Great Service!,"First visit to this property. Arrival was a breeze, got my room at 1pm, went straight to the room. Good location with direct access to Orchard road. Good selection of complimentary breakfast. Room and bathroom are extremely clean and comfortable. Love the working desk and relaxing chair. Linen and pillow are good, able to have a good sleep for 2 nights. Handyphone is a good initiative, love this so much. Departure was no problem at all, settled in just less than 5 minutes. Nevertheless, please improve your wifi speed to at least 30mbps. For currently 8mbps is consider quite slow.",5
Andrew Tam,"Great location, simple and satisfactory","First impressions clean and bright . Reception staff very helpful. In fact the whole stay the customer service was exceptional. Extra towels , water brought to room no problem. Very good breakfast . Exceptional service from chef Ram and waitress Wang during breakfast . Genuinely nice people that seemed to enjoy their job .",1
Nikhil M,Definitely Recommended!,"This is my 4th stay in the last 5 months and every stay has been tremendous! The staff from the concierge, breakfast crew, room staff and management have all been helpful and friendly. Kudos especially to Su Han, marketing manager, all the front desk staff, breakfast staff especially Wang and Ram who never fail to talk to us and wait on us, Noraini, the room staff on the 16th floor with the excellent clean rooms!",4
Nataliayudith,Pleasant stay,"Excellent location for Orchard Road, and easy access to transit. Room is of sufficient size, not tiny by any means, but not large either. We spent a couple of nights here, it does the trick for us. I think it is good value for the price, and it has everything one would need, if you don’t plan to stay inside much.",5
alittlesomething,Perfect stay,"Beautiful Hotel. Conveniently and centrally located. Very easy to identify the location and travel to and fro. Courteous and well mannered staff. A bit small but comfortable rooms. Very good Buffet breakfast. All in all, a good bang for your buck.",1
josep a,Bussiness trip,"Stayed here during the cny period and it was really a pleasant stay. Located in the middle of orchard road with an affordable price. Good amenities and clean room, with nice breakfast too! Overall it was a nice stay and will surely recommend this hotel to anyone visiting Singapore and looking for a nice stay in orchard.",3
Maganda,Great hotel,"The location is very convenience in Orchard Road. Apart from MRT from airport to hotel, you also can take bus no.36 from bus terminal (1,2,3) to Orchard Road and bus will stop at Mandarin Orchard. I arrived at the hotel around noon time which quite busiest time for both in&out but allowed for check in right away. The room is tidy and clean but some noise from corridor which is fine for me. Staffs are very helpful especially William from Security who always taking care about guest luggage with his smiley face. Rinna from front desk who gave me a suggestion and offered late check out. Thuy, our housekeeping for room cleanliness. For breakfast is complimentary, i think this is the best breakfast choice in Express Brand. Variety of foods, drinks, fruits, dish selections and if you",1
maxrub,Perfect second stay..perfect in every way.,"The location was not in the main orchard road, but only less than 50 meters. The room big, witth relaxing chair and also clean. For food, since most of people that stay are on bussiness trip so they provide grab and go breakfast. Bit we still able to eat in place. The food not to much option but for breakfast it is ok. The service was nice, check in and check out fast.",5
mogasman,What a wonderful place!,I stayed in the Holiday Inn in Orchard Road for 2 weeks. My family and I loved every minute of it. We stayed on the thirteenth floor near the back so it was very peaceful. The staff were very welcoming. The holiday is near orchard road where there's lots of shops. Visit Lucky Plaza if you want to buy cheap souvenirs.,5
flipflop525,Top notch!,"This was our second stay at this awesome hotel. We arrived early and were wonderfully greeted by Sean at reception who checked us in and offered us breakfast. The free breakfast has everything you need and the coffee is just awesome! The hotel has the perfect location very close to Orchard road, friendly staff who always greeted us whenever they saw us and clean, modern rooms with really comfortable beds! Our checkout was also quick and managed perfectly by Mia who quickly organised our taxis for us. Holiday Inn Express ticks all the boxes...from the friendly staff, to the great facilities and the excellent location. It’s perfect and we will be back when we return to Singapore.",4
Kausar Wali,Best Location Hotel,"This place is awesome. The staff is super friendly and helpful. I don’t want to leave! Just off Orchard street. Very clean, modern wonderful rooms. Everything you need close by. The staff is wonderful! Oh, I already mentioned that but hey it’s worth calling them out twice! The free breakfast with an amazing assortment of ethnic food is crazy good. They even have a bar and happy hour!",5
Trip20271922132,You've gotta stay here...,"Perfect location! Excellent service! Nice rooms with all amenities. Clean, good water pressure, nice breakfast! Even could get a late check out!Really very good keep it going we will be back! Fast check in and check out!",1
AnroC,Great value for money hotel,Holiday Inn Express Singapore is situated at the Best location at Orchard road Singapore. Very neat clean rooms with calm and quite environment. Rooms are capacious and well maintained. Staff is very cooperative. Breakfast is also good. Best thing is it's location which is prime for visitors.,4
SMega99,My favorite hotel in Singapore,"the hotel is situated at a marvellous location, just off Orchard. There are amazing staff, always with a smile and very helpful. The complimentary breakfast has great food choices. We had a room on top floor attend of corridor. it was kept clean every day. Strong shower, very important after a long day out sight-seeing.... Thank you to everyone at hotel.",5
Ferdinand_Gultom,Strategic Location! Have a handphone for guess for traveling in town,"We stayed at this hotel for three nights, on transit to a European holiday. We were really delighted with the quality of this hotel for the price. The reception and driveway area are nicely designed, and include plenty of comfortable chairs for waiting for rides. The staff were also all friendly and helpful. The room was a good size for a few nights stay, with a view of Orchard Rd. The location is fantastic as it is within 5 minutes walk of major shopping centres including supermarket, multiple eateries, restaurants and department stores. We loved being able to do short jaunts from the hotel to these spots, and felt safe to wander at night time. The breakfast buffet was also extensive, with a great range of Western and local food choices. We would definitely stay here again",1
bobseger,Hospitality,"These last 2-3 years, every-time I visited Singapore alone mostly for work, I opted to stay at Holiday Inn Express at Orchard Road. The main reason was its location and secondly was due to the decent price. Location wise it is in the middle of the busiest part of the long Orchard Road. If one likes to shop, then going back to the hotel to put the goods is really convenient. From the name, the accommodation is obviously a no-frill hotel, but bedding & amenities are as good as most five stars hotel. The room size is decent especially that I am always alone. Breakfast choice of menu is very good, although for a cappuccino lover - the push button maker is not great.",3
Lakshitha A,Fantastic hotel,"Have a strategic location around Orchard. The room is clean and nice. And they have a free handphone that can used by guest, as long as traveling in town. The officer are nice and helpfull. Although the hotel is not so big but the athmosphere are very nice. Recomended!",1
aeroguy65,Fantastic location,Stayed from 22.12-26-12 . Right from check in to check out stay was very comfortable. Location very good. Breakfast good as per star rating. Joshua and Ram made our stay special. Downside. No room service Limited menu for lunch and dinner. Mattress too soft resulting in broken sleep if used by well endowed body frames. Body lotion to be requested for.,5
Inspire07997917643,Vacation with Family,The hotel is conveniently located in the heart of orchard road. Staff is extremely attentive and helpful. Rooms are clean and maintained well. Breakfast was good and had variety. Stayed for 3 nights and the room was arranged with a separate bed for the kid. Highly recommended and we enjoyed staying at the hotel.,5
E H,Best value hotel for the nice part of Orchard Road,"The location is really convenient , right in the shopping district and although it’s Christmas season the price is reasonable. The hotel is compact, room is decent and clean, breakfast is reasonably good. hotel staffs are friendly and helpful. Easy to get GRAB to places away from Orchard Road.",4
Carl Clasio,Awesome stay!,the hotel it's so near from shopping centre and it's really good. it's near from orchard which is so complete and easy to find everything you need. and i'm so amazed with this 'handy' because it feels like you have your own travel buddy to go out with you. you can find anything in handy. This is so much useful. I can take this 'handy' everywhere i go without fear of getting lost in Singapore. nice. very recommended👍,5
CK_Den,Cosy and convenient hotel at Orchard Road Singapore,"This hotel ticks all the boxes of great location, bed comfort, cleanliness, good service, good breakfast etc. It is a convenient spot for business trips and very reasonably priced for family. the proximity to the heart of Orchard Road and the classy part is a bonus for most shoppers, or parents with kids in tow. It is the best value hotel in the Orchard Road vicinity. Note that this is a hotel without a pool so it is not for those dreaming of relaxing by the pool with a book and cocktail all day. Pay double for another hotel round the corner to fulfil your poolside wishes.",1
Crisma M,Deliciously wonderful stay!,"Firstly, it's located conveniently along Orchard road so all the famous shops and restaurants are just a stone's throw away. The room is big enough for two to three persons on a double bed room and is really clean! Oh, and it's a definite plus that the towels are soft. The almost transparent walls of the shower may be awkward to some people but once the mist comes in, it's all good. The food choices for breakfast may not be much but was really good. The coffee is also good so it's still a good breakfast experience. All in all, I had a great stay. Will definitely recommend this place.",4
asheesha317,Excellent service,"My favorite hotel in Singapore due to its location, quietness and convenience. Location: Very central location in Singapore City. Its along the famous Orchard Road right opposite the Mandarin Hotel and Gallery, Ngee Ann City. Besides Centrepoint, Paragon, and Lucky Plaza. Room: Very cosy, medium size, bed a bit too soft though. Clean. Restaurant: Breakfast lounge is small and packed but food is nice. Surprised to see chef in person greeting customers and asked about food and breakfast. Staff: Very courteous, polite and helpful. umbrella are available upon request. Transport: Close to Orchard MRT Station say 5 - 10 min walk through underpass under shopping centres from Tang to ION. Food: Lots of choice under all shopping malls. The famous Singapore Chicken Rice",5
Cypher Pakgo,"Excellent Stay, Great Location","Our family stayed at the Holiday Inn Express Singapore Orchard Road on Aug 11-14, 2018. It was a treat for my mom-in-law who had been a very industrious working old lady (turned 87 on Nov 7) and we wanted to offer her some enjoyable times by means of a travel treat. We stayed in 2 rooms. We chose the hotel because of the great reviews and its location being at the area where we can walk to a lot of convenient places of interest. When we arrived, we discovered that it was not only the great location that made it a little gem in Orchard Road, but also a lot of other outstanding features-- it smelled good and refreshing just to be at the lobby, though small, compared with other big hotels, it was warm and inviting with its nice and modern furniture and set-up. Breakfast was",1
David P,Great Location & Excellent Rooms,"PROS: Extremely helpful staff, Desktop and printer with -wifi access, Free Handyphone,very close to MRT and Bus and malls,Nice variety in breakfast, clean. Taxi on call easy. CONS:Slightly cramped room (good for 2 people) and bathroom . No swimming pool.No microwave ( though staff readily helps you cook/heat your stuff)",3
akg0789,"Awesome staff, breakfast and location: overall awesome experience!","We stayed here for several days and it was great. Location is in the heart of Orchard District, so it is excellent. Bedroom and bathroom were clean. Breakfasts were very good too. Staff were friendly. If you are looking for a more affordable hotel in Orchard Area, this is a great option.",1
Jules91177,Perfect location for shopping in Singapore,It would be difficult to find a better location for a hotel which is just a few steps From the major shopping centers on Orchard Road. The rooms were in immaculate condition with everything you need in the breakfast was fine for a hotel of this standard,5
Piya L,Great Location and Good Services,"It was our first trip abroad as a family to Singapore and my mom wanted to go shopping in Orchard Road so I decided to book a hotel nearby so it would just be short walk for her and the rest of us. A few days before our departure, there was a bit of a problem with our reservation so I panicked a little and took it as a sign that our Singapore trip would be one disaster after the other. I reached out to the hotel and, impressively enough, they were able to address the problem promptly. Turns out that there was a technical issue with their website, which somehow made duplicate reservations under my mom's IHG account. The staff were able to reassure me when I called them (and via email as well) that the 2 extra rooms will be canceled and the charges will be refunded. They were true",5
Meander49544568540,good and comfort,"A couple of weeks ago I visited Singapore for the weekend. We were mainly coming to see the Christmas lights and visit Marina Bay. We chose to stay at the Holiday Inn Express because it was very central and easy to get to places. The staff were friendly. Our room was nice. It was clean, comfortable, nicely decorated and it was not a bad size. The bathroom was present in the room with semi-frosted glass and the bathroom door was the shower door too. A good way to save space but it did not feel quite private enough for my friend. The breakfast was included in our price and it was a buffet. It had a good selection of food and drinks to set you up for the day. Breakfast was very busy though, especially if you go at peak time. The location was great, just set back from Orchard Road.",4
Vrikasia,Hotel location is very good,"The location of Holiday Inn Express Orchard Road is so great. It is in the centre of Orchard....You can go to Apple Store, Robinson, Paragon, and Takashimaya just a minute...Also you can go to mrt station either somerset or orchard within 10 minutes. For breakfast, this hotel has not provied a variety of food so it is good for the one who travels to Singapore for doing business or the one who do not expect in breakfast. The good thing is Holiday Inn Express have a service to take breakfast outside. The staffs are so friendly and can spend time to answer your questions.",5
TALLYHOON,Comfort at Hotel,"The location of hotel is great. Also, the staffs are so helpful and friendly. Though the breakfast is too simple or nothing special (comparing with other hotels), highly recommend for business trip or travel to Singapore for shopping and tasting local food.",1
flexonguy,Great stay. Very helpful staff,Hotel location is near to robinson and apple store orchard.. nearest station is somerset mrt station.. you just need to walk 5 minutes to the station which is inside the somerset 313 shopping mall.. the hotel breakfast is good and delicious.. room is very comfortable and you can bring outside the hotel mobilephone that’s available in your room.. i love staying here..,4
W Wagih,Not bad not good,Its a 4 star hotel with min hassels and very ltd facilities. Good for pers who want privacy and want to eat out side only. Cordial staff. No porter facility. Breakfast timings from 0600h to 1100hrs. Can order food from outside or bring it urself.,5
Werckmeister,"Dependable, quality Holiday Inn Express","Just stayed there at a cruise....very friendly and helpful staff! Great breakfast. Asian and western choices. Always fresh fruits. Front desk provided us a north american power adapter plug ....a luggage scale. The breakfast went out of their way to make our breakfast was perfect. Even going to the back to bring out soya milk even after everything was cleared. Also, willing to offer directions for the bus. Will stay there again!",1
Nit,almost close to perfect,"Accommodation in this hotel was a fine experience for me , but you can't feel the welcome of the hospitality same as other hotels, felt like I'm dealing with robots specially the FO staff , HK staff were nice Room was nice Last night I had to make an early departure from the hotel and requested to refund my last night but they refused due to the booking condition and their reply was its due to the hotel high occupancy but , it was not convinced for me at although I contacted the hotel sales manager but in vain .",3
damith30,Highly recommended!,"Holiday Inn Expresses are usually quite consistent across the board, but that doesn't mean that there can't be great differences in quality. This Holiday Inn Express is definitely one of the better ones. For one, the location is excellent, right next to the Orchard Road area and across the Paragon Mall. But otherwise, it retains a high quality overall - clean, stocked with amenities (toothpaste, ear swabs, etc.), decently quiet. The room itself is quite a good size - definitely bigger than, say the HIEs in Hong Kong. Only thing is the view, which just faces another hotel and is very drab. I didn't manage to get to the breakfast, so I cannot judge on that. But the service is fine (if not exceptional), and overall the price was reasonable for its location. Would definitely come",1
Kristeen G,Great stay,"Being a regular visitor to Singapore,i have tried many hotels.Hands down this is close to perfect.As pointed by other guests if bathroom light issue is sorted then it will be perfect for guests.Also bathroom door can’t be closed completely which was an issue for me. Coming back to my family stay here, rooms are cleanest with required amenities.The reason i will come back here is the staff.Chef Ram and his team look after you as family during the breakfast.Front desk staff are equally great. My wife had a minor injury and one of the staff member girl was quick to leave her work and rushed to get first aid box.Really appreciate. I am definitely coming back here.",5
Rubie Hotel,Good Hotel,"Must start by saying “excellent customer service” ! All our requests were accommodated right from the start. Located in the heart of Orchard, easy access to all shopping areas in Orchard. Friendly staff, clean rooms, comfortable bed, good food! Will definitely visit again! Excellent hotel ! Highly recommend!",5
chryshp,Holiday,"Only problem I had with the hotel room is that after shower the water leaks and runs all over the bathroom floor, so I had to constantly use an extra towel on the floor. Other than that, -staff were very friendly and welcoming -Breakfast time was 6:30-11am which was very convenient -paragon mall is only across the street -24/7 laundry room -didn’t knw the room came with a free mobile phone we could use all over Singapore while we were checked in (major plus) -easy access to taxis",4
Jeffrey Wai,Fantastic location!,"Tried many hotels in Singapore, ended up always stayed in this hotel. Everything you need is there, from convenience, malls, food, to the little things in life, this hotel never fail to deliver. Good clean rooms though small, is enough for a good night's sleep.",5
manojkumarm1,Great stay and superb location,It is situated in such a central place. It was walking distance to the major shopping malls. The front office staff was very helpful and friendly. Breakfast was good and the restaurant staff very efficient and helpful. Rooms were clean and nice. Only thing Negative was the limited English channels on their TV. Great place to stay to shop.,1
Douvenois,I still like it,In the heart of Orchard Road (shopping area). Away from the busy street and yet short 2-3 min walk to the main road (a bus stop is just right there for traveling to other parts of Singapore). Walking distance to Orchard and Somerset MRT station. Friendly staff with smile and greetings.,4
Ronald S,"Great room, but.....",I stayed in this hotel for a week and it was an amazing experience. The hotel was clean and the staff were very courteous. The breakfast spread was superb with many cuisines. The hotel is just walkable distance to orchard mrt and all major attractions in orchard road. Overall a great stay.,5
thewanderluzt,BEST HOTEL IN ORCHARD!,"I have stayed in this hotel several times for its location, nice staff small but comfortable room. For this visit, a few changes should be mentioned: Plus: 1. Warm choices at breakfast have greatly improved Minus: 1.Wear and tear is noticeable in the room (large stains on the room rugs) 2. The bathroom has a disagreeable smelt 3. The air con could not be controlled and kept cooling the room at 22C (a bit too much for me.) Overall, the hotel still deserves my 4 stars",1
Milton C,Great place to stay!,"We stayed at this hotel for two nights in September. The staff was very professional and friendly. Check in was a breeze. The rooms have an interesting layout with the shower door acting as the bathroom door also. It was fine after we figured it out. It actually worked to our advantage because two people could use the bathroom at the same time while one was in the shower. The room was kind of small but was very clean and neat. The location of this hotel is great. Easy access to shopping and the MRT. The only negative I have is the breakfast. If I did not book the room with the free breakfast, I would have given a higher rating. The food was not very good and the place was very crowded. The coffee from the machine was not good either. Did I mention stale pastries? Other than",3
AMITSPVERMA,Go here for location,"Unlike the Marriott Tang Hotel this hotel is located inside the street not by the orchard street walkway. So the possibility of the hotel being a public area is less as you will only encounter the in house guests in the lobby. This hotel is perfect if you just need a place to stay without the luxury services that 5 star hotel provide. The receptionists and breakfast options are enough to start your day. It takes 10 minutes to walk from the hotel to the train station which is not bad. The HANDY PHONE provided in the room is one of my favorite things that the hotel provide. I took the phone with me everywhere I go and did not bother to buy a local sim as the phone is equipped with 4G. Moreover, I booked cheap ticket to the Gardens by the Bay through the HANDY APP and I skipped",1
kazuakim2015,Good location and Nice complementary breakfast,"This hotel is a great place to stay. Reasonable rates, nice room plus complimentary breakfast. Staffs were friendly and helpful. Location is a few steps to the bustling Orchard Road which is excellent for shopping and eating. Located close to MRT stations. Holiday Inn Express Orchard is a great value for money place to stay in Singapore!",5
NikhilChawla,Apt hotel for small size meetings and training.,"Well this is a true blue holiday inn express category hotel... in a corner near city Center, non descriptive, small but efficient- and not to miss, pocket friendly as well... The location is the key here, bed is small (queen size only) but comfortable, property is new and modern and service is well no surprises one. Breakfast was just decent and so was the lobby - so if you know you will be out most of the time and coming back only to sleep - this is a perfect pocket friendly solution. No surprises here - just standard.",5
K1E1,"Located between Orchard and Somerset MRT, Small bathroom, New hotel","This hotel stands at one block behind the Orchard St, and is between MRT stations, Somerset and Orchard. It's very helpful for moving for anywhere. This hotel group provides complementary breakfast. This hotel's breakfast is good. The cafe area is pretty wide.",4
JvanIngen,Highly effective - very good value for money,Amazing hospitality and professionalism from Ms Su Han helped a lot for training and stay.Training rooms are sufficient for 8 people meeting.Don’t forget to try Chef Ram’s KungPao chicken & Nasi Lemak,5
Prateek_Rungta,Decent place conveniently located,"PROS - The hotel is excellently located on Orchard Street, right behind the Apple store and situated between Orchard and Somerset MRT stations (less than a 10-minute leisurely walk to Orchard Station.) You're in close proximity to many malls; Paragon Mall and Mandarin Gallery are just 3-minutes away - The condition of the hotel is new and contemporary. The room was clean and comfortable; you have a kettle, mini fridge, safety box, ironing accessories, and slippers. Comfy bed and great soundproofing between the rooms as well as hallway - Breakfast was really decent overall and had some variety each day. Although breakfast time was busy the staff were smiling, polite, and hard-working; used dishes were quickly cleared from tables - There's a laundry room so you have the",1
Brian9992013,Still a great hotel,"Location: very central, around the corner from Orchard / ION (1 min) Check in/out: very friendly, personalized, effective and smooth. Received all we needed, including a voucher for free iced tea (gold status?) and restaurant recommendations Room: Value for money, spacious, well furnished. Comfortable queen size beds, large / high shower. Good A/C. Personnel: friendly and plenty People to recognize: Tida (front desk) and Ram (kitchen) for personalized touch and customer orientation. Even better if: combined bathroom shower door needs to better close to avoid leaking. Coming back: yes",4
