Reviewer,Title,Review,Rating
dordor-Sin,Lovely upmarket boutique hotel,"Hotel Indigo. A brand name that prides itself on taking on the influences of the local area. And in this case, the Katong area of Singapore. Although the charm of the area is slowly making way for modernization, the hotel's rooms are accentuated with decor that brings nostalgia back to the local staycationer. To the overseas tourist, a brief insight to the simpler days of old Singapore. Room itself could not be faulted. Excellent shower and amenities, the toilet design was interesting, keeping the shower area and the toilet area separate (think opposite ends of the room). Bed was comfortable, minibar area was interesting. Carrom board for a coffee table? Genius. Gym on the rooftop was well equipped and well stocked. Swimming pool has expansive views over Katong and",5
Dilip dodhiwala,Nice stay,"My recent stay at Hotel Indigo was probably the best I've had so far in Singapore. The room I stayed in was quiet and comfortable. Service was friendly and professional, from reception staff through to those attending to the room. I particularly liked the themed interiors which provide a unique insight to the surrounding Katong region - a little design flair which links the hotel to the streetscape. There's no 'work space' for the business traveler, however the low table provided in the room was suitable for short duration. I wouldn't want to be working there for long periods. I would book this hotel again.",5
Stjepan B,Excellent service,"Having just spent my birthday in this fabulous Hotel, I can only say what an absolute pleasure it was to stay there. The staff are great, the decor is stunning, the room (1115) was brilliant, it was just perfect for what I wanted. It was only a $15 cab ride from T2 at Changi, and there is heaps of great eateries on the main street if you want to sample worldwide foods. The Hawkers about 250m from the Indigo in an easterly direction was just brilliant if you want to try street food. The rooftop infinity pool is a highly recommended place to relax and enjoy the stunning views. Only one minor fault with my room, there is no towel rails to hang the towel up after your shower, but other than that, it really is a wonderful Hotel to stay in. The MRT is a short bus ride and get on the",5
astonm999,"Best choice you can do, apart some noises.",It's a gem in this Katong area. Hotel is not big but connected with Holiday Inn Express Katong. Hotel has a family or home feel especially its Peranankan theme in entire hotel from lobby to cafe to rooms. Only didnt really like the cafe as it's small and tight on space but food and service both outstanding. Hotel room is unique and will bring back different memories.,5
mmbana,Beautiful Rooms and Great Staff,I stayed with my daughter in this hotel recently.city view rooms on higher floors are very nice.they are spacious with nice decor.management has eye on every detail to ensure comforts of the guests.rooms are equipped with sofa and king size bed with comfortable mattresses.it has wardrobe and fridge also they provide tea coffee making kettle and even umbrella to protect guests from sudden rain. Breakfast was very nice with vegan options for benifit of vegetarian guests. Infinity swimming pooland gym on 16th floor is very nice. Hotel is situated near airport and easily accessible to tourist attractions by bus or taxi.east coast beach is oeaceful nice and very near to hotel. and park parade mall offers offer quality shopping expierence.I recommend this hotel for peaceful stay,5
Yun Z,Great value and experience,"We stayed for 5 nights. I don't have any complaint. Service were excellent, rooms very clean. Rooftop swimming pool was amaizing. Swimming pool was never to busy, some nights I was on my own in the pool. Enjoyed all 5 days there and will be back for sure. Staff were very helpful, excellent customer service.",5
rqf61,Our favourite Singapore hotel,"My husband an myself spent 6 nights, and we cannot imagine better choice. Location of hotel is perfect, rooms are big, very nice, and make you feel at home, maybe better. Staff is pro and able to satisfy requests in case of need. Breakfast is generous, good quality, a pleasure! Roofpool, is magic! Few tips, for perfection, improve room setup, looks like the check list is not always used, once bathrobes were missing, same for foot care wipes. Both fixed very quickly. Last point is some noises, but the responsibility of this is to be assigned to architects and builders that apparently did not use appropriate isolating materials. So you can listen voices from other rooms, and shower/toilet water of other rooms. Apart this, fantastic. Thanks.",5
DavidWorldTravel,Good choice off the beaten path,"Stay for 1 night on a stopover and what a beautiful hotel room, the attention to detail was lovely. The foot bath with soaking salts was lovely after a long flight, the room was spacious with gorgeous decor and lovely view (12th floor). In a good location, close to Changi and lots of restaurants within walking distance. The staff were very friendly and it was a good breakfast.",5
snaem85,Lovely Peranakan Concept Hotel,This hotel is located in a busy and trendy neighborhood near the east coast park. All staffs are friendly and helpful. Our room has awesome view and is decorated nicely with peranakan style. The infinity pool has great view of the city and is perfect to view sunset and sunrise. Breakfast has a good selection of variety and worth the money. There are many great restaurants and boutique shops nearby. Will stay here again next time.,4
At09,Nice hotel great place to visit,"Our stay: we stayed in a King Bed Premier View Room With Bath for 2 nights. The area: the hotel is relatively close to Changi (SGD15 taxi), in an interesting local area. It's a 15 minute walk to the beachside path, which has a very long walking/jogging path next to the shore. Plenty of great restaurants nearby. Pluses: great rooftop pool - warm, with lovely views; the rooms are a good size, nice views and colourfully and interestingly furnished; very comfortable bed; very friendly and efficient staff; all in all a great, relaxing stay outside the usual tourist areas. Minuses: very little really; most importantly, the hotel is not near the MRT, which means that you need to catch a bus (easy and close) or get a taxi to get to the usual tourist areas or to get to an MRT station;",5
Tida T,Perfect stay for first time at Hotel Indigo brand.,"Katong is one of those quarters of Singapore where you still sense some of the charm of the old city that has been lost to the glitzy chic of the center and those other parts that tourists get to see. It boast great restaurants and the Indigo Hotel is right in the middle of it. It has a stunning rooftop area where you can work out in a well equipped gym and have a decent swim in a nice infinity pool, only drawback being that it does not offer that great views. What really got us hooked is the outstanding breakfast that is being offered by the associated restaurant.",5
CristinaSamsudean,Best Hotel in Singapore,"We did a day staycation at the hotel. Loved the concept of the hotel. Loved the infinity pool even more. Bed was comfortable. Free WIFI and free parking. The breakfast menu is limited, but he food that we ordered was really good. Check-in and check-out were fast. Staffs were efficient, friendly and helpful. Would definitely consider coming here again.",5
emp e,"Comfortable room, excellent staff, great breakfast",The room is very spacious . The view from the rooftop Swimming pool is great. They have a 24 hrs gym. You can wash ur feet using the basin provided in the room . One downside of the hotel is the toilet and bathroom have no locks,5
poyosann,Fantastic stay near to a lot of restaurants and cafes! Best breakfast!,"I have made the right choice for taking staycation here on my birthday. To be honest, not easy to come to the hotel if you are taking public transportation as this is can reach by bus only. But location is good for Katong area which you can enjoy walking around Peranakan culture area and eat all good food. We were greeted by CK, he is very informative and helpful. A room with a neighborhood view on high floor given which was awesome. We really enjoyed taking pictures in the room and this decoration has many things to play around. Warning! Always shut off the curtain while you are in the bathroom since people can see you exactly from the ground LOL. We really enjoy the pool area. At first, you may think that it looks small, but it’s actually appropriate size. You can do outdoor",5
Keith,Different and very good. .,"We stayed at indigo Hotel the last 2 nights of our honeymoon. It was by far the best hotel yet. Very nice decoration, a good infinity pool, super friendly and helpful staff.... smells incredibly good, the sheets are very soft and clean, great views from the shower :) As an environmental preoccupied person, I found that the hotel has a green policy and you can earn points if you choose not to make up your room every day. For that you only need to hang the green sign on the outside of your door. I found out late about this policy but I feel everyone should know about this option from the first day. I confidently recommend indigo Hotel.",5
Phoebe Line,Beautiful hotel in Katong.,"This was our second visit to the hotel, ten months on. The quality of the service, which was already very good, has only improved further. The breakfast was, yet again, excellent. The room was very clean, and the beds comfortable. There are some fine views across the city both from the rooms and from the swimming pool at the top of the building.",5
Magnus L,Unique hotel,"Room was dope, lovely views with the bathtub. One thing I don’t like about the room is the shared door and I could hear other hotel guest talking in another room and when they fill thier bathtub with water we can hear it too totally no privacy at all lucky we have quiet neighbours at night! Breakfast was ala Carte and they is also small breakfast bar. Staff were all friendly helpful and welcoming Located to lots of cafes and restaurants ! There are 2 shopping mall ard that u can check out. Rooftop pool I enjoyed the most becos most of the time is empty! And the views is good for a good photo of Katong Highly recommend!",5
Domenico S,Amazing stay,"Here for a weekend staycation . I know this is a boutique hotel with unique deco, but stepping into the room for the first time is a big wow . It’s beautifully decorated in the peranakan style, spacious, new and just different . You usually expect to know where the bed is, where to locate the table, the washroom etc . Here i need a while to orientate myself. We were placed at the 15th floor, so a high floor with good view. The service is very good, warm and welcoming . The location is right smack in Katong area. I have tried other hotels in the vicinity so i know I’m not going to be disappointed by the location and the food options here. Walking distance to east coast park for a morning run too . The only hiccup here is when we tried to request the delivery of a special amenity",5
Warner D,"Wow! this is a great hotel, and surprising.","The swimming pool is very good and Beautiful. We also have the 15% off discount for the BABACHEWS, the restaurant next to the hotel and open to 00:00. It is convenient in Katong to go sightseeing. We recommend Indigo.",4
Deano1984newman,Honeymoon 1 night stop over,This hotel is one of the most unique hotel I've ever been too. Fabulous rooms with a swimming pool that is excellent for kids and a gym that is fairly big. The area is also close to the shopping mall and other smaller shops which is very convenient.,5
Jarrod H,Great hotel,This Hotel was just amazing!! Everything was so great! Singapore is an amazing city and I definitely recommend this Hotel which is close to the airport and to the major sights of the city! Breakfast was absolutely delicious! The pool so nice and clean as well as the indoor gym!! It's also good value for money compare the lovely stay we had.,5
savi_brown,Clean & Nice,"Katong is not exactly walking distance from Orchard Road( nothing is walking distance from anywhere in Singapore) but taxis are affordable and I was told that the Hotel Indigo will be close to a new subway station opening soon, which means that distance doesn’t matter with the great public transport system in Singapore. This is important, or actually unimportant which is what I am trying to say when it comes to the Hotel Indigo. Located in Katong with its wide streets and low-rise development, much of it renovated shophouses from colonial times, the hotel benefits from the clean and relaxed open atmosphere, which it shares. This is a new hotel refreshingly decorated in the public areas, and with very original layouts in the rooms. Unfortunately, we only stayed one night",5
Mwu504,love this hotel!,My wife and I stopped here for one night before Bali and couldn’t fault the place very clean and tidy stunning room with huge bath and great roof pool. Good location for main city. Would defiantly stay here again,5
DadsCanHaveFunToo,A boutique hotel in a trendy area - great for couples,My wife and I stayed here twice. Really great hotel. The effort to try to connect the aesthetic with the local community is a very nice touch. Very comfortable accommodations. Good size room. Comfortable beds. Staff is really helpful. Cannot recommend highly enough. I know we will stay there again when we come through Singapore next time.,5
DieRM,"Stylish design, superb service, nice facilities",We were there during our Singapore visit. Hotel is located between two bus station where you can go to the tourist hot-spots very easy. Amazing hotel with clean room and nice breakfast. You can have European or Location breakfast if you want. And last but not least the amazing pool at the rooftop with an amazing view of the skyline of Singapore.,5
Eat Pray Love,Wonderful Staycation,"I have stayed in this hotel for quite a few times and it has never disappointed me. The hotel is very stylish, I love how they mix Nyonya element into the interior. The hotel and the rooms are always clean and the bed is very comfortable. The staff are very efficient whenever I requested for something they sent up within few minutes. Location wise, maybe it's not very close to MRT station however Grab is my option most of time anyway. And there is a shopping centre just right next to the hotel and many nice local restaurants around this area so no need to worry where to find food. I recommended those who hasn't visited this hotel or thinking to visit Singapore must come stay in this hotel.",5
Magdalene T,Beautiful Hotel,"This hotel sits next to a Holiday Inn Express and the two entrances are very close together; as we discovered when we arrived at the wrong hotel, looking a bit shocked. Once we'd relocated ourselves to the correct entrance we immediately knew we were in the better of the two options. The Peramakan style as you first walk in is evident throughout; rich in colour, shapes, and expressive design, this boutique hotel is best suited for those who seek something a little bit different. The rooms are equally colourful and give you that WOW! factor as you walk in. Our room had a huge mural on the wall of a local scene as well as dark wooden floors and furniture, ornate tiling and a wicker chair in the bathroom area. The toilet had its own separate area, which was a great idea. It",5
Nadya,Favorite of all,"I like the indigo hotels because of their design but also because they care for details. The Indigo SIngapore Katong is no exception. The rooms are well kept and stylish, the staff tries to make everything possible they can to make the customer happy. They not only ask if everything was alright but also if there is anything they can make better - which I do not experience often in hotels. Also small details are taking care of, for example there is good coffee in the room (French press, not this instant coffee you often get with the american chain hotels). The pool is really nice - you can have a proper swim there - it is definitely long enough for a good workout. Katong / the area itself is very nice. There are lots of nice restaurants and bars within a few minutes walk. The",5
alyssazoo2,"Beautiful hotel, location to make note",Visited the hotel for the first time and I must say that I wasn’t disappointed. Will come back again if I get the chance. My friends and I thoroughly enjoyed it and would give our rooms a big thumbs up.,4
Jyy,"Great stay, great place",My girlfriends booked this place for my hen's night celebration. Gorgeous hotel with fantastic room amenities. Bathroom and toilet were clean and toiletries given were lovely. We booked the Premier room and I love the availability of the Nespresso machine. Presence of the Hudson's and white rabbit sweets were so nostalgic. The Good Morning towel and the Cha Kiak ( wooden clogs ) were such cool add ons. I was so impressed by the room's decor that I booked a room for my wedding just so I can take gorgeous pictures as their theme matches my theme ( Peranakan! ). You're such a gem of a find in the East!,5
cooljf,Birthday June,"Feel like it's the most lovely room we've stayed...It's sooo my style...I feel it boosted my mood a few levels up. Every single corner of the room, the restaurant, the lobby is instagramable 🤭 The bed was too comfy to get up in the morning 😆 The cleanliness is also spotless. And - the - best - of - the - best - the bathroom with the view of the city 💯 Not forgetting the hotel restaurant that we had breakfast, Baba Chew, its Perakanan ambience was on point from the interior to the menu.And the service was excellent. Though we came almost last minute of breakfast operation, Annie was so welcoming and helpful to get us the orders ready in just a short time.This was the 3rd time we dined at Baba Chew, Annie and the team never failed to make us enjoy the experience. Also the",5
Jo_1010,Unique!,"First I’d like to say this hotel was beautiful. The staff were extremely attentive and knowledgeable. Our room was gorgeous and clean and no attention to detail had been missed. The rooftop pool was a perfect spot to relax after a long day exploring Singapore. With that said we spent a majority of our money there paying for taxis. There is no subway nearby yet and so in order to get to Marina Bay, Chinatown and most hawkers a taxi is the only way to do it. Although Katong the neighborhood is a really neat spot to walk around and has plenty of great restaurants I wish the hotel could have been in a more walkable area.",5
richp1200,Fantastic,"Great service and great stay! Very hospitable and helpful staffs. Amenities were great too. Will recommend this for family, friends and even solo. Loved the view from the pool and gym was really great. A pity that I didn't get to eat at baba hew but heard great stuffs about their cocktails",5
Bo Q,A hotel truely has local style,Staff were friendly and helpful. The room is pleasant to stay. It is quite spacious and complete with Peranakan decorations which makes the room stand out. The wall decals are very nice depicting part of lives in Singapore. Another plus point is eateries are aplenty around the vicinity of the hotel. Will definitely be back for more stays. This hotel comes highly recommended.,5
R8647CRjasonm,The right hotel,"Slightly further away from the city centre, but very close to the coast which has beautiful views. Friendly and helpful staff, clean room, beautiful rooftop swimming pool, nice breakfast (semi-buffet)",5
StefanZaharinov,Different Experience in Singapore,"I have never visited Singapore before and this hotel was booked for me and I am so glad it was. The hotel staff are amazing so friendly and helpful , always welcoming with a smile and a greeting. The staff in the morning at breakfast always made a great start to my day there is a great choice of food to choose from . My room on floor 14 had a great view over Katong the decoration was a blend of old with modern touches very comfortable bed Very roomy shower just remember to close the curtain 😀 My room was cleaned every day I did opt not to have the bedding changed every day A good choice of complimentary tea and coffee . Roof top pool area is a great place to watch the sun set and the pool looked very inviting even thought I didn’t use it as always back late I had a",5
A&J,Honeymoon,"Stayed at Indigo Katong 2018 Oct. It was amazing. The location is not near a traditional famous area of Singapore. But, the neighborhood is quite nice with quite a lot dinning options. Hotel staff is really helpful. They help me to adjust the room rate from my cooperate 1 person stay rate to 2 adults and 1 child rate. The price is quite reasonable. We flew in on a midnight flight and arrived at hotel lobby at 8am. Folks in lobby is very helpful to complete all check-in process and help us take care of luggage before we can check-in the room at night. Hotel decoration has very genuine local style. The layout is quite specially but acceptable. Room is not large but enough. Quite many nice stuff displayed in the closet. They gave local sweeties for free, which is really a plus. We",5
scottypwilliams,A really excellent hotel,"We have stayed at the Indigo Hotel over six times and every times we leave having a positive experience. The rooms are big, clean, beds comfortable, lots of pillows, cool shower, friendly staff, fun pool/roof top deck, great location to lots of restaurants and shopping.",5
HammieHam,Wonderful Baba stay,"During my time in Singapore, I wanted to escape from the typical touristic places where everyone goes, and I get to stay and one really different place, namely, Hotel Indigo in Katong area. It used to be the site of the former Joo Chiat Police Station and inspired by the Peranakan culture, which is very unique and interesting for me. One of the perks of this hotel was definitely their roof-top pool, which gives you an outstanding view over the area. When it comes to the food, it is out of this world, so delicious and tasty. Seriously guys, if you are looking for something different, give it a try, this place has so much to offer. And of course, you can get some amazing pictures in this area as well.",4
KingsLCL,I was Embraced by a Heavy Coat of Nostalgia,"Great time in our first destination for our honeymoon. Hotel Indigo have a glamorous bedrooms, with a very traditional and funky decoration. The team there is fantastic and very friendly and helpful. Highly recommend. Hope to come back in some point. Thank you.",5
GraceNewYorkState,Loved the hotel.,"We loved our stay here so much. It’s a fantastic boutique style hotel. The staff were very helpful in all ways, an told us about the local area. The room itself was really nicely designed, and very stylish. It was a good size with comfortable seating and great bathroom/shower area. The bed was comfy and we slept well on each of the 3 nights we were here. Rooftop pool is a massive bonus, offering great views across the city. It’s about 15/20 mins from the airport, very quiet but in a great area with lots of bars/restaurants close by. We walked over to the beach/park on the coast in no time at all. Bus stops nearby, only downside is that it’s about 12min walk to a metro, didn’t bother us at all because the area is so nice. We will definitely stay here again when we visit",5
Brit-living-in-NZ,Outstanding,"Room was tastefully designed, Peranakan style. Plush bed and a decent sized toilet. Hotel was very nice to even provide a complimentary cake whilst we were celebrating an anniversary there. Location is good considering the number of eateries around the Katong area. Close proximity to airport as well.",5
Wayne M,fantastic,"This is the first time I am staying in IHG’s Indigo chain of hotels. I know now why all my friends were giving me the you-are-gonna-to-be-impressed + wow look. It was like stepping into some kind of hybrid lavish hotel museum when I arrived into the lobby. And after I checked in, the feeling of just walking into another hotel room did not transpired. Instead, I thought I walked into a love making movie set made for the Peranakan 60s in Singapore. They make you step back in time, the décor and the details. I was immediately embraced by a heavy coat of nostalgia. That red wooden Chinese clogs placed by the door, that same rustic red metal toilet pan I used to have under my childhood bed, I paused and stood still. I let memories of old played like faded flashcards through my mind.",5
Jonathan G,Brilliant,"A few minutes away by taxi from the hustle and bustle of downtown. Katong is a community unto its own. Historic sites and temples, shopping, restaurants and a short walk to the coast/beach. Hotel staff was wonderful and rooms were fantastic as well. Great roof top pool and fitness room. Enjoyed the breakfast options. Highly recommend.",5
ooompah,Lovely hotel - location a bit disappointing,"This is the best hotel ever, and the best hotel chain too! Stunning decor, amazing service, beautiful room. I have stayed in one other Indigo (in Shanghai) and that too was amazing. Great job on keeping the brand consistent and superior. I love all the touches in the room - eg/ a foot bath and associated products.",5
xiaozhensu0013,Nice and Cozy Stay,"We stayed in this part of Singapore for the first time and were not disappointed. The Hotel Indigo offers a great venue, great rooms, location and staff. This will be our new place to stay in Singapore - you will enjoy staying here and the rooftop pool is great.",5
ATSSR,"Great Place, but service could be better","This is a brilliant hotel. They have a saying “bring the out side in” meaning the hotels have the flavours of the local culture and here it’s perfect. A modern hotel but full of the old Paranakan culture. The rooms are spacious, individual and quirky. All decorated in the style of the surrounding region. The roof top pool is very welcome and the staff are lovely. I happen to love the area, lots of eateries. I didn’t try the Hotel Resturant. I really recommend this hotel",5
Coffee,Dinner Experience,"I stayed here for a one night stopover in Singapore. The hotel had all the design charm that Indigo is known for- bonuses such as complementary lollies in the room are a great touch. The room design is lovely - and Indigo’s signature of doing bathrooms uniquely and well came through. The bathroom, and especially the shower, was beautiful. The breakfast was also excellent. The staff were great and helpful. There was a real frustration with the lift which was slow (it seemed like only one was operating) and very hot. It meant that heading back to your room because you had forgotten something was a real drag. As much as I really liked the hotel, I probably wouldn’t stay there again due to its location. My memory is that it’s a 15 minute, $12-14 ride to the city, which is where",5
World traveler Kazakhstan,"Great place, friendly staff","Would love to stay longer at this Indigo. Not a fancy hotel, but very unique style and friendly staff. Breakfast is pretty good! Many nice restaurants nearby. Wish I had longer time to explore around! Worth a visit if you are looking for a comfortable stay in Katong, Singapore",4
Juan,"Indigo price, hostel services","I booked Hotel Indigo to celebrate my boyfriend's birthday in May. When I first wrote an email to the front office, I wasn't being entertained until I emailed again, saying that I hope to leave a good review, then I received replies from Faris, the Acting Neighbourhood Host. I was very pleased with the arrangement in all our email thread for the past 1 week before my stay in Hotel Indigo. I arranged a courier to send the ""HAPPY BIRTHDAY"" banner with tape to the front desk and had them to decorate it for me by the window. Upon arriving at my room, I saw that the banner was down, and with such a big tape that I gave it to them, they actually only used a small piece to secure the banner which was a HUGE disappointment because I was expecting it to be up. I don't understand why I",5
Afaathiath,Great Hospitality and Location,"Been always coming back for this restaurant for the past three yrs for various events n always felt welcome. Is a nice restaurant to have a small gathering n buffetmakes it more convenient though quality's nothing to shout about.🤤🤤🤤🤤🤤🤤🤤 Attentive service,has always been good n the guys always remember what we had for our last few parties.they do remember our little girl like ice cream and they do offer her the dessert before start our dinner.😘😘😘😘😘😘 Overall,nice place n ppl n there's no reason why we shouldn't be back to the restaurant soon.🤑🤑🤑🤑🤑🤑🤑🤑🤑",5
Katrina D,Interesting area of Singapore,"It was my first visit in Singapore. We enjoyed our stay in this beautiful hotel. Rooms are comfortable and clean. Excellent service, staff are so friendly always ready to help. Definitely will come back and recommend Indigo hotel as it's a best place to stay in Singapore.",5
deedee,Lovely Staff and Lovely Neighborhood!,"I came to Indigo due it was a good rating in Tripadvisor for a business meeting. Just for one night. I just have a bas experience in the past in brand new Indigo Phuket, but I want to gave them a new chance. I request to have late check out at 2 pm to take a shower before my plane and they dennied me. They offer me to go upstairs to the pool facilities. In pool there is only a small locker room and open air showers with no shampoos or gels. Totally lied by frontdesk people and quite disapointing when I asked them a solution and just say me that’s all that they can do. About room is ok, confortable. Breakfast good, but nothing superb. Never again Indigo.",5
Thomas L,Love this gem...,"I’ve stayed at this Hotel for a few days, it was very clean and staff are very attentive and helpful too, totally good Hotel ! The view from inside the room was truly enchanting and every aspect of the property so artistic and unique. The atmosphere was very comfortable.. The best part was definitely the best service for me as guest, so this Hotel very recommend to all my friends who are traveling to Singapore. Best experience, Many thanks Hotel Indigo ! 💐",5
Audz_audz,Exploring neighbourhood inspired hotel,Great hotel with great decor & rooftop swimming pool. The reception staff were helpful and friendly and the bed was very comfortable with nice linen. Easy taxi service into the city including Garden by the Bay and other attractions. It is also close to Changi airport.,5
Sunflowa,It was wonderful stayed,"The Indigo in Katong is a quirky design hotel which we enjoyed a lot! We found it to be very relaxed and quiet for the size, the service was very good. The staff recommended us places to walk and see around and always welcomed us with a smile. They even kept our luggage for a couple of days while we went to an island nearby. Really great! We loved the design of the rooms, and enjoyed the nice big rooftop pool on a hot afternoon. Another thing that really stood out was the breakfast - outstanding! Katong is a wonderful area of Singapore and definitely worth being considered a base for a couple of days while in this amazing city. Lots of wonderful restaurants around, and the best Laksa in SG!!",5
alynaguilar05@gmail.com,This is a grest place!,"Recently stayed at this property (Repeat guest) and really loved the stay. Location is vibrant and full of options ranging from coffee to fine dining. Location is safe..as is all of Singapore. Close proximity to airport and central..without being in those congested, busy areas is awesome. Rooms are small, but efficient and beautifully decorated in local design. Rooms are quiet and it seems the hotel soundproofed the walls well. Shower water pressure is perfect! Perks like a foot soaking bath are unexpected, and welcome after a long days work or was long through Singapore. Bed was comfortable and bedding was soft. Towels were thick and absorbent and bath amenities were large sized and smelled great. I’ll keep staying here.. perfect hotel at a incredible price",5
The Bellevue Suites,"perfect service, big nice artsy room and yum buffett","Myself and hubby spent our lovely Sunday at this beautiful Hotel Indigo Katong! We booked and paid for EAT PLAY STAY KATONG package and it was absolutely value for money as we will assigned a beautiful room (took loads of photos here :)) + a great view, sumptuous breakfasts for 2 persons at Baba Chews, $20 worth of dining credit which I spent on an afternoon tea (an ice lemon tea and an local otak toast) and a stunning POOL! It was totally relaxing for the both of us. The room was very welcoming and it make me feel like we are at home as it comes with a two-seater sofa, we can relax and have a game of carrom too! And the staff were friendly, we truly enjoyed our stay here :))",5
Zara P,Great place to stay,"I stayed in this hotel recently. It was really good. 1. They offer high standard customer service. Especially front office teams are very nice and professional. 2. Food was also delicious I really enjoyed the food 3. If you stay there u have to visit roof top swimming pool. It was very calm and more private than marina bay sands. 4. As usual, the bed is really comfortable. If i go back to singapore, i will stay in there again.",4
Amanda,Love this place!,"That was my first time going out with my family and the hotel was really above my expectations. From the accommodation they offered, I was really satisfied plus the food was really good that suited my tastes and my family's standards.",5
Kirn S,Will definitely recommend this to everyone!,"So yeah, its one of my fav hotels in singapore with a super great lobby, friendly staffs, smells good lobby, and one favorite thing I love the most that they have an unordinary wall room which is very2 beautiful. also the swimming pool was very cozy. I would like to stay here again & recommend you guys to stay here! Other than that, the foods are so delicious (especially the breakfast buffett)",5
DebraKidd,Beautiful and quirky with lovely little touches.,It was lovely to stay here. The service was great. The food was too nice. The ambiance is so comforting that it so hard to get up. I will recommend this to others specially couples who like to travel.,5
ArtVandelay68,Nice Hotel,Stayed there for few days and I could say that the service was good! Most likely the food at Baba’s Chew and loved the Peranakan Design! I would definitely recommend this to my friends. Its worth traveling over here.,5
hueyyunf,Great stay,This place is amazing! I will highly recommend this to everyone! especially the service! I love the food and also the Peranakan design! As the room is very comfortable. Also i love the hospitality of the place!,5
Pramod (PP),"Great business hotel, with a blend of traditional Peranakan Culture..",I wish I had booked to stay here more than one night - it's just delightful. Warm welcome from the staff on reception. My room (15th floor) is lovely - full of quirky and arty little details and treats - a bowl with foot spa products in for giving tired feet a quick treat; sweeties in jars; lovely smelling toiletries; fruit bowl and mini macaroons...Just lovely. The local area is great - a pretty part of Singapore and close to the airport for short stop overs. Lots to places to eat and shop near by and some lovely buildings - has a great feel. Roof top pool is great. I'm really impressed by this hotel. Will definitely book again.,5
liliant,Fabulous,Stayed for 1 night on way to Europe. Close to the airport with plenty of shopping and eateries nearby. Room was spacious neat and tidy. Excellent shower and comfy bed. Rooftop pool was nice. I was given a later checkout at no extra charge which was great.,5
E K,Stylish,"The hotel room was awesome, super spacious and the breakfast buffet was good ;) pleasant stay with great hospitality too. Too bad we didn’t get to swim in the pool but it looks great. I would definitely come back for a staycation again.",5
Hans V,Magnificent location historically all the crab cut,"Indigo hotel is known for their love for popular neighbourhood and adopting local culture to reflect in their properties…this one in Katong/Singapore is no different. True to their philosophy, Hotel Indigo is not only situated in a culturally rich Katong locality, it has adopted the local Peranakan culture as it’s theme for this property. Katong locality used to be a sea-side residential area until mid-20th century, which had a unique & rich blend of cultural mix of Malay, Chinese & Europeans. It used to be a wealthy suburb which allowed fishermen families to co-exist and that reflected two sides of the society in a unique blend, until the time when Singapore’s growth started taking shape. In this cultural mix, one of the dominant culture was Peranakan culture and that’s what",5
99PrelimFinalJoy,Good alternative to Changi Business Park,We Always wanted to try out this place and just in time had a quest to complete for IHG rewards. It was nice to have a room with Katong view. Our room was spacious and comfortable. The hotel is well designed and stylish. We also managed to eat some of the recommended eateries near hotel. Thanks for the birthday surprise!,4
Giffy Giraffe,Successful transit sleepover,"This hotel has everything you need at a great price point. I loved our room. It was well laid out - beautiful textiles, good size, comfortable bed, and a wonderful mural (I really appreciated the fantastic and novel design concept.) Little treats are provided and the all natural toiletries smell wonderful. The gym and infinity pool were well maintained and put to good use. I had no problems w noise. Staff was cheery and helpful. I only took a star off for the problems we has w our ac - room was comfortable but barely - I felt we had a faulty unit but maintenance said otherwise. Who knows. I’d still return.",5
Fang W,"Literally paper thin wall, totally unacceptable","Magnificent location historically all the crab cut. Great, a room of good quality and appeal, a small but great space to work on your laptop, chill seating springloaded bed, desperate toilet.. all good.",5
Upintheairtoomuch,Nice Hotel Nice Neighborhood - (but not in the action if that is what you want),"Business trip with mtgs in CBP, and so opted for the 10 min taxi ride each way rather than staying within CBP. Standard room is OK, small - no desk - but interesting bathroom set up with wall to ceiling windows... haven’t seen that before ! I had the included breakfast rate, and food was OK to good... small but adequate buffet... hot breakfast items orderable. Staff friendly. Surrounding Katong area has plenty of food and bars. Bars are OK, food hit and miss.",5
Claire S,Great stay on honeymoon,"I am breaking a long trip into two by taking a 24-hour break in Singapore. Indigo was great for this. To me the main selling points are the nice quiet rooms. They are compact and cozy, but comfortable and restful. The staff are attentive and helpful. The lobby rather spartan, but most everything you might need is there. The breakfast restaurant is very nice and their coffee is good. It’s all a decent midpoint between over-the-top high end and functional minimalist. I will use this hotel again ... in fact I will use it again in about a week from now.",5
Si P,Try this hotel!,"We booked this hotel because we saw it has such good reviews everywhere so we really held out expectation high. And once we walked in our room, the stylish decoration of the room really caught our eye. We thought we will really enjoy our stay until mid night when our next door guest moved in we realized there is something so wrong with this hotel. The wall is literally paper thing. We can hear our next door guest coughing all night. And we really don't blame him because we can also hear every word he talks on the phone, him shaving his beard, him zipping his zipper...... there is no privacy and it was super noisy. We stayed in IHG hotels worldwide and have never run into a hotel with such bad sound proof. We stayed in New York before where hotels are really pricy and noisy but",5
Kartika T,satisfying visit,"I liked it here. Katong is a nice part of Singapore. Great local architecture and plenty of small local restaurants, and some shopping. Only a short Grab ride from anywhere, but if you want to stay in the middle of the action go elsewhere. Breakfast was really really good. The rooms were really really cool, large enough, and functional. Full floor to ceiling windows, even in the shower for the adventurous. Rooftop infinity pool was spectacular. Staff was friendly and accommodating. Can't go wrong.",5
