Reviewer,Title,Review,Rating
jimhessling,New mattress needed,"We kind of got off to a rough start in that I did not get the room I originally reserved. Though the SLH website indicated the room category was available, it actually was not. The person at the front desk assured me they were booking us into a very nice room. I understand this kind of thing happens, but it would be better to acknowledge the different room category in the confirmation email. That was the end of the negative experience. The room was indeed very nice. Spacious. Clean. Tastefully furnished. We found the Balinese theme very calming. The patio was spacious as well. The upholstery was worn and torn on one of the pieces. The bed was too soft for our tastes but still comfortable. We found the staff to be very friendly and helpful. I can't recall the gentleman's name,",1
George F,Simply a Gem of a property,"The outside area is gorgeous. Fire pit, chairs with a view of the ocean, complimentary tea, water, coffee. Indoors is old and outdated, broken blinds. We called because our TV wasn't working. We got an answering machine at 8 pm and nobody ever called us back.",4
traveler456,Toilet and WiFi Issues,"Great location, beautiful rooms. Quiet at night. Close to beautiful ocean scenes with seals and sea lions. Close to center of La Jolla shops and restaurants. Very walkable but there are hills and stairs. Very much enjoyed our visit to the area",4
mkshoe,Schutrum Honeymoon,"We rented two suites for the weekend of our wedding and it was perfect. The rooms were beautiful, spacious with everything we needed. Staff was attentive and responsive. And our photos turned out great!",1
rachelu1973,Will definitely stay here again,The bed was very uncomfortable. The mattress is worn out and you can feel the coils. Everything else about the room was good and living space was good. A new quality mattress to match the price of the room is needed.,5
jstruble2020,Beautiful La Jolla,"The Pantai Inn is a wonderful place. My wife and I spent three memorable days there in an ocean front one bedroom suit. It was a joy to sip our wine on our own balcony and watch all the seaside activity of La Jolla. We, ended up staying here just by chance, as we had intended to go south to down town San Diego. We were taking a last minute walk on the beach and noticed how attractive the Inn was and decided to check it out. It was our good fortune to meet Albert who happily showed us around the Inn. It was love at first site. He quoted us a reasonable price and we signed up. The small reception area was elegantly appointed as was the court yard which overlooks the ocean. A delicious breakfast is included each day, along with unlimited soft drinks. Alcohol is available",1
billomo,Peaceful,The team was great but can only work with what they get. The toilet in the second bathroom did not flush properly. Efforts were made to fix it but we were only there for the weekend so could not be fixed during our stay. We had difficulty streaming on the television so the hotel provided a ROKU for our use. It worked well. These are minor issues but at this price we expected better. The location in La Jolla Cove is very good. Steps to restaurants and shops and nice pedestrian path.,5
Natalia K,Dare to stay in this hotel. You will never stay in another when traveling to La Jolla.,The staff at the Pantai Inn was amazing - the ocean front room we stay in was fabulous - the location of the Inn is perfect. The daily breakfast was delicious. Overall it was FANTASTIC!! Thank You - Thank You,3
ShelleyFNewEngland,Perfect stay in La Jolla,I had a wonderful stay at the Pantai Inn. Everything was so nice and the staff was amazing and so kind. Every amenity you could want was there. I also felt very safe as I was traveling by myself. The location is amazing and conveniently located by everything. Breakfast was also great and they have in room snacks and drinks which was really nice.,1
Leslie S,Peaceful Two Week Retreat,"Nestled in a neighborhood, with beautiful views of the ocean. If your looking for a budget hotel, go someplace else. This hotel is one of the most unique I have stayed in. As a world traveler, I've stayed in some of the most beautiful and advertised hotels in the world. The rooms in Pantai Inn are absolutely quaint, clean and comfortable. A short walk to some of San Diego's great restaurants is a bonus.",5
Janie Sartain,"Our little Paradise in La Jolla, CA","World class location, if you're looking for the best vacation stay you can't go wrong. Excellent onsite breakfast, lush gardens with beautiful waterfalls. As close to a Bali atmosphere as you'll get in San Diego/La Jolla 😀👍",1
franklij,Fabulous resort,"This is the only hotel that we stay in when traveling to San Diego. We first stayed here in 2012 when it just opened. Now come almost every year. It is expensive, but provides great value because of the size of cottages/apartments and the kitchen. We travel with our 3 kids, and all fit comfortably. We also save on food because we cook in the kitchen. Cannot beat the location--you walk out of your room and you are right by the ocean. The luxury rooms are to die for. This is our home away from home.",4
Stu K,A wonderful hotel with all the creature features as you are used to at home,"We were so pleasantly surprised to find this gem in our favorite CA spot. The room was beautifully appointed and the service was exceptional. We had the romance package which was done so well with petal trails, beautiful roses and chocolates. Cant say enough good about our experience. They made everything easy and memorable.",4
ltait57,Thumbs up,"Our two week plus stay was so peaceful. The staff was kind and caring. The breakfasts were great and we really enjoyed the variety from day to day. We so enjoyed watching the sunsets, whales and seals.",1
Jet02093941543,Peaceful Sanctuary,"Paradise indeed at the Pan Tai Inn right at the cove and surf. We are always treated like VIP when we return to the Pan Tai for very personalized service from the gourmet breakfast, to designer coffee and teas throughout the day, then the knock on the door at 4pm for a chocolate fix. For real! There's more. We caught a few great workouts compliments of the Inn at the local club just a short walk away. The lighting at night is pure romance and sets the tone for a perfect couples get-away. We will return for our 3rd visit. Thank you to a top notch staff a wonderful stay.",5
Connector175938,February 2020,"Rarely have we stayed at a hotel where the staff was so eager to please . I could not have asked for more gracious hosts who would do anything to ensure that we were happy with our experience. We loved everything except the breakfast as I would have prefered fresh, not packaged bagels and croissants since most of the breakfasts featured scrambled eggs and sausages. Even when the staff prepared baked items, they were not ready for at least an hour or two after breakfast opened. Small complaint for an overall wonderful experience.",1
Rachel S,Perfectly situated in the middle of La Jolla yet peaceful.,A wonderful hotel with all the creature features as you are used to at home. Our suite was all we could ask for and the staff is first-class as well. The fireplace was a huge plus and the view of the sea from the room was wonderful. We will definitely return and highly recommend this fine hotel to anybody.,5
James O,Outstanding Stay,Everything was lovely and the staff Such a good time! Fabulous place and exceptional staff went above and beyond for us. The breakfast was excellent with innovative dishes each morning. We will definitely be back.,3
ACTtherapist,"Ultimate relaxation, ideal location",It is my favorite place to stay-cation in San Diego. Beautiful Balinese inspired experience with kind and welcoming staff and little surprises to make you feel like royalty. We love being able to walk to the beach and great spots to dine nearby. The Pantai Inn breakfast and views are amazing!,1
LB9876,Wanted to love it ... management was amazing,"As usual, best guest service. Breakfast always great. A good place to f\eel pampered. It is always a pleasure to stay here. Everyone on the staff is super friendly. Ocean view room is what I book, so nice to sit on balcony, read a book and listen to the waves.",5
cycler2015,love love love the pantai inn,"Pantai Inn is perfectly placed within a short walk of most of La Jolla, yet it is extremely peaceful. It is located directly across the street from the beach. The grounds are lovely and the service fantastic.",1
Jill R,Wonderful!!,"We came to La Jolla after a 25 year absence. The Pantai Inn made our trip exceptional. It was easily one of the nicest places we've ever stayed. When they say right across the street from the ocean, they mean it. Plus it is withing easy walking distance of everything in La Jolla. The villa had a sitting area that looked directly onto the ocean, a living room, dining area, kitchen, and a separate bedroom. Oh, and I forgot the outside patio where one sunset we saw The Green Flash (look it up). The staff was great, starting with my call for a reservation, to the end, when I left my jacket after checking out. They took care of everything, from breakfast, served to 11 (we get up late) to having covers when you eat outside to keep the birds away from your food. Wonderful stay!",4
PeregianPair,Nothing is too much trouble at Pantai,"This was our second stay at the Pantai Inn, and we found it even better than it was 5 years ago. We stayed in the 2 bedroom apartment on the front corner and it was so relaxing! We had 2 bedrooms, full kitchen, an incredible bathroom with rainhead shower, huge living room with a fireplace, an outside patio looking over the ocean, and a window-walled sunroom that also had a great ocean view if you wanted to be completely inside. We had a panoramic view of the Scripps Park/Pacific Ocean from our living room and it was just amazing. When we arrived, our refrigerator contained a plate of delicious assorted tiny delectable desserts decorated with orchids, along with cold canned beverages. (I'm not sure if everyone gets this or it was because of our anniversary). Everything was",4
hill3569,Never fails to impress!,"We definitely fall within the minority but similar to the other 3* reviews we only weigh it so high because the management went above and beyond to attempt everything possible to hope we enjoyed our stay. Ultimately the age and “old ocean” smell we just couldn’t get through and had to depart. Location, management, breakfast, kitchen, view... all A+. The rooms themselves however were in need of upgrading more than the surface.",1
frittwager,Pantai Review,this is our 4th time staying and it never disappoints. Every year I want to come back. La Jolla is the most wonderful place to vacation and The Pantai Inn is the only place we'll stay. See you again soon,5
Alexandr W,Relaxing place,"We were celebrating our 40th wedding anniversary and stayed in a premium ocean view suite and it was wonderful. The suite was perfect. Loved the fireplace! Our view from the front windows and front porch were of the ocean. The staff went the extra mile to make the stay special. Breakfast was included, as was cookies in the front office daily. They provided trays at breakfast for those who wanted to take breakfast back to their rooms. I could not have asked for a better hotel! We will definitely want to stay at this hotel again should we come back to La Jolla or San Diego.",1
byu970208,The staff's service was very gracious,"We chose Pantai based on other reviews and wasn't disappointed. Our two bedroom, two bathroom cottage was wonderfully comfortable and the staff ensured that all our needs were met. Daily treats, endless coffee and soft drinks and a delicious breakfast added to the enjoyment of the stay. The location is excellent, just a short walk to local restaurants and shops and the beach side park and walks are at your door step. We couldn't fault our stay and will certainly return.",5
Pat A,40th anniversary,"Another memorable visit to the Pantai Inn. Everything was wonderful as usual. I love the fact that there are multiple pillow options, something for every kind of sleeper. The manager was so kind and helped me to reserve the same room we had last year, his friendly communication in a world of impatient people was so soothing. The front desk people were helpful and friendly and a problem with our TV was quickly addressed one evening. A winter visit to this special place has become an annual event that I hope we can continue to make happen.",3
lifeisforlearning,"Pleasant, Upscale Boutique Hotel Right in the Heart of La Jolla","We had a great stay! The location, service, and amenities and were all wonderful. The breakfasts were great and changed each day offering a nice variety. The staff was attentive and the grounds were very well kept.",1
annT1510LO,An Oceanside Getaway...,"The Pantai Inn was amazing. The room views were magnificent, well designed and decorated. The service staff was taking care of any request we had, always with a smile on their faces. We highly recommend it!",5
Claudio_SD,Amazing Location and Service. The only place to stay in La Jolla.,The laundry service is very responsive and the breakfast view is nice.The hotel is close to the restaurant street and has a great selection of cuisines.The beach is a great place to walk and see sea lions and seals up close.,1
joelsugg,Best Hotel in La Jolla,"Everything about the Pantai Inn was exceptional, from my initial booking phone call with the general manager, to the exquisite room with a view, double person jetted tub and shower, and totally luxurious bed. Oh, and did I mention the tray of special made chocolate covered strawberries which were an unexpected treat and oh so yummy? The staff is so warm and welcoming that you don’t feel like just another number or paying customer. Everyone made our 40th anniversary truly memorable. I would stay there again in a heartbeat. Thank you so much.",4
caseyspack,"Amazing location! Friendly service. Old, tired rooms.","The Pantai Inn has several buildings around a courtyard, directly across Coast Boulevard from the ocean, with a number of ocean-view rooms. The location itself is perfect, with easy access to the pedestrian coastal path along the ocean or down to one of the beach access areas, and also easy walking distance to the shops and restaurants on Prospect Street and Girard Street in laid-back, upscale downtown La Jolla. Included breakfast was very nice with a couple of hot options and lots of fresh fruit. Parking is complimentary. Rooms are comfortable, with kitchens. Staff is extremely helpful and warm.",4
BevFromCT,"Wouldn’t stay anywhere else in La Jolla, this place is perfect","The Inn is inviting, quiet and comfortable. It is located right on the Pacific - perfect for sunsets, in easy distance of Torrey Pines for hikes and San Diego for museums and entertainment. Breakfasts were varied and most delicious.",1
Linda,Best Hotel in La Jolla!,"I wanted to take the time to write a review for one the best keeps secrets of La Jolla. I had the opportunity to stay here around the holidays. The location is absolutely perfect; near the world-famous cove as well as the shops and restaurants on Prospect. My room was spacious, clean and had epic views of the pacific. Each morning they served a fantastic complimentary breakfast buffet that was delicious. You could eat in the dining room on a terrace overlooking the blue pacific ocean. What set this place apart from other places was the service. Ryan, the general manager, is not only professional and accommodating, but he runs a team of hospitality professionals that go out of there way to make sure guests feel welcomed and comfortable. Angelica, in particular, was very",5
dseltz270537,Excellent location/great for families,"Amazing stay at Pantai Inn! Ryan and Derby made us feel like family upon checking in for our stay. Detailed service throughout with free parking, homemade free breakfast overlooking the ocean, free beverages and snacks, and immaculate rooms with views! Remarkable location by the ocean! Thank you to the entire staff! We will be back! Regards, Dan and Linda",1
stephenmE8120HK,Best place to stay at La Jolla Cove!,"My husband and I stayed 3 nights at the Pantai Inn. The hotel has an amazing location, very friendly staff, and is a good value with many included extras. However, I don't think we will stay here again because we prefer more luxury accommodations. Pros: perfect location across from the Coast Walk! Easy stroll to the Children's Beach and La Jolla Cove. Easy walk to the heart of shopping/restaurant district. All of the staff were very friendly and helpful. They were kind enough to pack us to-go breakfasts for our early morning departure. The hotel is a good value because the rate includes a daily full breakfast buffet, all day coffee/tea, afternoon cookies, and in-room water/soft drinks and packaged snacks. Rooms are large and spacious - our 1 bedroom cottage was really more of",5
yz669875,Wonderful vacation home,"Our second stay in La Jolla and we knew we had to return to the Pantai and the beautiful two bedroom suite we had last time. This inn is perfectly situated across from the cove, views of sunset and they include free parking! We also appreciate the service we’ve had, before and during our stay from the staff, and accommodations around our arrival and departure. The breakfasts are tasty and varied and all the staff you run into are so friendly and helpful.",3
Loay_Serri,A great experience,"Our visit to Pantai Inn was definitely described as “Excellent “! Five stars! The at ease and friendly check in made us feel like family and all the all inclusive amenities were superior such as NO resort fee, free parking next to our cottage, free delicious homemade breakfast over looking the ocean, complementary snacks and non alcoholic drinks, a surprise plate of pastries! Pantai surpassed all hotels we have ever visited and has a WOW factor over all other hotels! Rooms are immaculate, views superior, and location to the beach and shops superior! We have found our “Hidden Gem” in La Jolla and will return to this piece of Paradise! Thank you to everyone for such a delightful stay! Regards, Dan and Linda",1
Wander524233,Wonderful Location,"The hotel is centrally located in La Jolla. One block from the beach and one block from stores and restaurants. Rooms are very spacious which makes it ideal for families. Staff is very friendly. The only thing that could be better is the condition of the rooms, which need some update.",5
maryhill85,Wonderful Stay at The Pantai Inn,"This was our second time staying here. Both times were exceptional. The service, from the front desk to the housekeeping, was great. We enjoyed the complimentary snacks, water, and soft drinks. On the day of check-in, there are some elegant pastries waiting for you in your room. The breakfasts (included) were fresh and delicious. The hand done breakfast menus posted on our refrigerator for the next day are a nice touch. I enjoyed talking with the chef. The location can’t be beat, close to great restaurants and shops. All within walking distance. The view of the ocean from our cottage was glorious, as was the sound of the waves crashing and the sunsets! ( from our own front patio!) The parking by our cottage was a little tight, but I am not complaining because it is also",1
AnnMarie19700,Best Customer Service I've Ever Experienced!,"We stayed at Pantai Inn for our new year vacation. Staff was super friendly. The location was great; open the blind and there's the ocean. Breakfast was very tasty with good variety. They have parking on site and it is very close to our room, which is a bonus.",4
ValleyVillage,A perfect experience! Sublime and exquisite!,"Super friendly staff with a smile all the time. The location is amazing. For sure we gonna go back to Pantai Inn next time we are in San Diego. Just be aware of the seagulls, especially during breakfast ;)",4
Adam,Wonderful Boutique Hotel,"Overall we are happy as the Pantai Inn is in a perfect location right across the street to the beach. The 3 bedroom suite was perfect for our family of 5 adults. It is wonderful layout with nice ocean view upstairs lying on the bed, but the bathrooms could use updating. Kitchen is beautiful and stocked with nice supplies of pans, glasses, plates, utensils as well as complimentary non-alcoholic beverages and little packs of cookies and chips. We would have liked t receive housekeeping before 5pm, however. At 2 pm after being out of the room, it would have been lovely to return to fresh room. I did inquire and was told they would be right over. We left room again, returning at 5 pm and it was still not cleaned. We went out for the evening and returned after 8:30 and it was finally",1
Yvette,Pantai Inn,"This place is a favorite spot because of the fantastic view of the La Jolla cove, amazing service(s) such as attentive front desk folks and very good maid service . . .The room is well appointed with kitchenette, the bed is super comfy and quiet.",5
568Lisa568,"Great location, nice stay!","Thank you to the GM Ryan, he helped make our Christmas one to remember! Thank you to the amazing and warm staff for also making it a special stay! Everyone was extremely helpful and genuinely happy to help in anyway! This is not your typical hotel by any means, I will be recommending this hotel to all of my friends and family!",1
mmanso609534,Prefect place to sit and watch ocean through your window!,"Unique is a word much misused and maligned, but this place, well...it's unique. There is nothing like it in my experience. If you're looking for the same old same old, don't stay here! Everything from the moment you arrive until that sad day you must leave is special and endearing. The suite was magnificent. We needed an ADA accessible accommodation and this did not disappoint. Parking right at the door, a beautifully appointed suite, a wonderful bathroom with three different shower heads that was safe and satisfying. Manager Ryan White is superb. We always felt in good hands and were always treated like a valued guest. Angelica was the first to greet us and her charm made every interaction a pleasure. Lori oversees the terrific housekeeping staff and they are all stars. Edwin",5
blondie229,great birthday gathering w/ friends,"The Pantai Inn is a gorgeous hotel with a great location in La Jolla, and an awesome staff. Our room was spacious and comfortable with a kitchen and fireplace, and a nice view of the ocean, which is just steps away. Everything is beautifully maintained. Lots of thoughtful extras like free munchies. The included breakfast was excellent. The staff was extremely friendly and helpful (Derby was particularly awesome). Highly recommended!",3
29stephg123,Great hotel,"Excellent! We have gone over and over again. Great attention, clean rooms, great view... Anything you need is provided. Quiet, easy to get to... A lot of options from studio to two bedrooms Kitchen and fireplace in some units",1
380DAVID_G380,First class,"Very friendly and helpful staff, wonderful breakfast. Loved the view from unit 101. The included parking is a great convenience. The location is unbeatable, it’s right on the beach walk and close to the village for dining. We hope to return to Pantai soon.",5
John R,Great little hotel,"Wonderful place by the side of ocean, really friendly and helpful staff, very clean and neat place with premium quality breakfast included. Great location, Just a few feet away from downtown La Jolla and from La Jolla cave.",1
927bonniew,Fabulous Just like Bali,"Staff was superb and very caring, wonderful atmosphere, indoors and out, loved the peacefulness. We had two rooms, both had views and complimentary brfst was quite nice. Great outdoor courtyard area to enjoy the ocean view and breeze. Located directly across from ocean.",4
PFrancis,Wonderful stay!,"This is a must stay at hotel! The staff, breakfast, amenities, location - everything was wonderful!! We had a small issue that the hotel went above and beyond to correct. If staying in LaJolla this is the place to stay! We will be back next year.",4
MikeWB,"It's not the South Pacific but it is in La Jolla, so makes up for it","Staff was great, very courteous, helpful, pleasant. As far as location, you walk across the street to the beach. Room was awesome. Fresh fruit at breakfast was wonderful. First class all the way. Would love to stay again, except maybe for a week instead of just 2 days.",1
Edger66,"Great service, dated room",We stayed at the Panti Inn over the Thanksgiving holiday and had a wonderful time. The service at this hotel was great and the room was absolutely perfect. The included breakfast was very good and the grounds are immaculate. The detail to service and the great rooms were well appreciated.,5
Inspiration611877,Nice place to stay in La Jolla!,"Friendly staff, beautiful, spacious suite. Everything you could want for a weekend getaway. Staff helpful and made our dinner reso. Amazing views of the cove. Watched the sunset from our private sun room.",1
bzl1200,Outstanding,My daughter and I had a chance to stay at the Pantai Inn last week and it was wonderful. The location in the village of LJ is perfect and we had a beautiful room with an ocean view and lots of little extras. The managers and the staff are always so friendly and attentive. This place is a little gem!,5
Mark S,Best Boutique Lodging Experience in LaJolla,"Lovely inn and cottages in a wonderful place. Drawbacks: Tiki theme veers on cheesiness. Bathroom is absurd: no shelf space, no place to hang your towels (or anything else), water from rain shower covers the entire floor (because shower curtain too short,, so you have to use all your towels to step on). Because no bathroom shelfspace you have to use kitchen for your bathroom gear.",3
tamandmikewedding,Superior Service,"We stayed here one night while touring La Jolla and really enjoyed the grounds, location and the friendly staff. The hotel appears to be a collection of older apartment buildings that have been melded together using a Balinese theme. The thin walls and windows of our room allowed sound to easily pass through and it felt a bit like staying in an RV. We easily heard neighboring guests arrive and talking. However, breakfast was terrific and included, plus free parking and snacks. This dichotomy makes it harder to rate as it depends on what you value more. Overall, the Pantai Inn is a very good choice for staying in La Jolla. If we return, we might try staying in one of the brick buildings facing the ocean.",1
Safari713311,Enchanting place with A+ location,"The staff was very helpful and attentive. Very nice location. Really enjoyed having the kitchen and the separate living room area. Enjoyed sitting in the open area and enjoying the view. Also enjoyed the snacks and refreshments. Was probably more than we intended on spending, but was worth the ""splurge""!",5
mixn0,November 2019,Anniversary trip. Every single person we had contact with from making our reservation to arriving to talking to the people at the front desk to the housekeeping staff and breakfast staff were wonderful. That alone made it worthwhile. Then add in the excellent location and beautiful property.,1
Samiotisa,Sublime!,"The Pantai Inn is a sweet boutique style inn with suites across the street from the ocean and one block from the center of town. The service, amenities, breakfast and value are exceptional. You will enjoy personalized service, exceptional views and a healthy California breakfast buffet.",4
Peter R,A precious little gem in Southern California,"My wife and I stayed here for two nights in one of the Ocean View King rooms. Great location (right across the beach and withing walking distance from La Jolla shopping and dining) and very personal service during check-in and throughout our stay. The front desk staff was warm and welcoming and went above and beyond anything I have ever experienced in my travels. Yes the rooms are slightly dated and could use a little TLC here and there but did I mention the LOCATION and SERVICE? The Breakfast experience is well above average, not so much in the overall variety of what's been offered but the quality of items. It could probably benefit from some more variety at that price point. Regardless, we'll be back for sure!",4
Janet S,Pitch Perfect,Quick and easy check in process but well trained front desk staff. Great that they had an excellent wine selection in the room for me. It’s great that you’re right on the ocean and can hear the waves at night. Great breakfast included. Close to shopping and many great restaurants for lunch and dinner as well. Will plan to come back soon. Great place for wedding parties or family reunion as all rooms are near each other.,1
maielgasim,Honeymoon suite,"The view was amazing from unit 208. The staff was wonderful! They were always friendly and very accommodating. The staff seemed to enjoy working at Pantai Inn and sincerely cared about each guest. The amenities were very nice, like the freshly baked cookies and beverages in the lobby.",5
Trek6257595474633,After conference getaway,Gorgeous property with exceptionally attentive staff. Rooms are beautifully furnished and include full kitchens. Views of ocean are unbeatable. Delicious breakfast included with room rate. Great location for walking around La Jolla. Highly recommended.,1
gogsfromscotland,"Fantastic location, great staff but bathrooms need updating","My wife and I have just returned from San Diego where we visited our son who is doing his masters at UCSD (lucky chap). The trip was fabulous, we saw lovely places, ate well and, of course, spent time with our son. Apart from the ""seeing son"" bit, one thing did stand out and that was the Pantai Inn, its rooms and its team. From the moment we met Albert in the evening to arrange our stay, things got better and better. Next morning we arrived at the small reception entrance to be greeted by a fabulous smile from the handsome face of Ryan, the GM. He was welcoming as if we were long lost friends who had just arrived. Mike, the director was on the case for any little whim we had. The reception team of Angelica & Derby, warm, lovely & attentive. Anna made sure we enjoyed our",5
walexa362585,New and excellent travel experience,"Welcoming and luxurious, the Pantai clearly earns the stellar reviews it receives. The kind staff, amenities, and location were all fantastic. Hoping to return soon. Angelica was a real help, and everyone was extra friendly. Terrific stay.",3
rhondaritter,Perfect Staycation!,"Stayed at Pantai Inn for our wedding night. It was perfect. Very secluded and romantic. The service was great. They also offered free parking and breakfast. The location was great. Near the ocean, restaurants and stores. Highly recommended!",1
jenna v,Gorgeous and peaceful,"My wife and I finished off a combination business/vacation trip we a stay at this inn. It was quite possibly the best place we have ever stayed. All of the staff were friendly, helpful and attentive. The suite we had was very spacious, well laid out, and equipped with everything we needed and more. Gorgeous views of the ocean and park from the porch were just what we needed to relax and unwind. I would go back in a heartbeat.",5
amandambaciarelli,Pantai is the best!!,"We stayed at the Pantai Inn for 5 nights in October with our 2 daughters (12 & 16). Our first impressions were very good after our drive down from LA a nice young man checked us in & showed us our room. The reception area is very nice, has a pleasant seating area & coffee, cold drinks etc. We had a cottage at the back of the property facing onto a residential street, in retrospect I would have booked one facing the ocean as even though we had seats and a small table sitting outside wouldn't really have been a pleasant option. The cottage itself was nice enough, but for the price we paid (around £300 per night) I'd have expected better furniture in the living room & nicer bathrooms, which were of similar quality to those in a 2 or 3 star hotel. That said, where the Pantai Inn",1
bmills233994,Canadian Family loves La Jolla and especially the Pantai Inn,"This was a true treasure! Beautiful place, great location, excellent staff... we enjoyed everything ! The breakfasts were delicious! We hope to return. It was worth the cross country flight! Exploring the coast was fun and educational.",4
ariel408,Perfect girls getaway!,This was my second time staying at the Pantai and the staff is wonderful❤️The suites are comfortable and have everything you could possibly need. Love the view and will return! Thank you Mike and Ryan for being so attentive!,4
Gogotomago8,Lovely boutique hotel,We stayed at the Pantai the two nights after our wedding. We are San Diego locals but it was so fun to stay in the heart of La Jolla at Pantai and play tourist. The hotel was gorgeous and so peaceful with water running over rocks and plants everywhere! The staff was so accommodating with everything and set us up each night with treats and surprises!,1
TONY C,Shangrila,Just got back from a quick 2 day visit to La Jolla and our 3rd stay at the Pantai Inn. Always outstanding...GM Mike and Ryan are always there for any need you have...the entire support staff is second to none. Would recommend Pantai for anyone’s La Jolla visit. We will always return for the great service.,5
LightPacker14716,Pantai Inn was all that we didn't expect--and more!,"Thank you all for making our first stay in La Jolla a very enjoyable and relaxing vacation!! Breakfast was fantastic and the room was always clean and tidy every day. Also cool having ""alexa"" in the room to answer questions and give us tips on things to do San Diego.",1
Mary V,What a gem!,"Ryan, Chelsea, and the rest of the staff know how to take care of their visitors. They’re more than willing to help with restaurant reservations and recommendations, they remembered our group and which room we were in, and they just made us feel so welcome at every encounter. As other reviewers have mentioned, the hotel is beautifully landscaped and is situated perfectly between the beachfront and the shops/restaurants. And the breakfast is top notch! Wish we could have stayed a whole week. Highly recommend!",5
jjitsell,Incredible service and hospitality by Ryan!,Our group was very impressed with the beautiful hotel and especially the accommodating staff! The Balinese decor had such a Zen feel you couldn’t help but feel relaxed. Our room felt spacious and clean (although the bathroom could have used a little updating) and we appreciated the complimentary snacks and beverages available. At breakfast we almost had to pull ourselves away to stop eating as the in-house chef provided a delicious selection every day. The property is by the beach and the nearby shops and restaurants are just a flight of stairs away through Ocean Lane. A big thank you to Ryan and the rest of the hotel staff. We will definitely return!,3
dmande777388,"AMAZING, a ""must stay"" when visiting La Jolla.","We had a wonderful vacation at the Pantai Inn. The location was perfect for us with the Pacific Ocean across the street and La Jolla shops and restaurants withing walking distance. The service was superb, all the staff was friendly and, apparently, pleased to be helpful. Terrific vacation spot.",1
Alan,Highly recommended,"Upon arrival, we were greeted by warm cookies and an upgraded room. (My husband enjoyed yummy cookies on the daily!) Our room overlooked the ocean and was warm and welcoming. We enjoyed the hot breakfasts, the friendly staff, and the ambience. Ryan and Mike seemed always available to help us with reservations, directions, or just a friendly talk. I would return in a heartbeat. Oh, and, you can't find a better spot to view the sunset than the Pantai Inn!",5
Reed502,Great Stay,"Great find in La Jolla. We enjoyed the sunset over the Pacific from our deck. Location can’t be beat, nice walks right in front, easy walk to the restaurant area. Very convenient drive to San Diego attractions. The staff was great - thank you, Chelsea, for fixing my iPhone and saving my vacation!! Nice breakfasts every day, room was spacious, comfy and clean. Only real complaints relate to the bathroom and storage. There are no shelves and hooks in the bath for personal stuff or for preserving towels for future use. The shower is pretty, but the water splashes all over the bath floor, so you can’t leave your stuff on the floor, not that you’d want to. Even still, I highly recommend Pantai, and would stay again when I’m in the area.",1
pswitz191580,Pantai Inn Review,"Ryan provided incredibly service and hospitality! He was amazing...I loved the smallness, location, view...everything about it allowed me to recharge!!! I can’t wait to return to em #322🌟 the breakfast was delicious...the vegan gravy the absolute best!!",4
ThorntonGDG,Great Spot in La Jolla,"The customer service cannot be beat at Pantai Inn! It has the most attentive staff ever!! In mentioning the celebratory purpose of our trip, they offered special recognition of it, so thoughtful andy tu appreciated!!. Just amazing people, place, atmosphere and food! We LOVED it!!!",4
CVecc,La Jolla retreat,"This hotel had everything we wanted in the reviews, and in real life matched our expectations. Absolutely great helpful staff. Free paking, free snacks in room, quirky decoration. Happy to let us check out late for our late departure flight. Definitely recommended",1
candacelc,Absolutely AMAZING!!,"Room was great, staff was great. management personally called about ensuring my stay was up to my standards. Bathroom was very clean and luxurious. Breakfast was quick and set up great. Views were incredible.",5
Pete West,BOOK THIS LITTLE GEM!,"Wonderful Location, Most Amazing View, Great People who work here that make you feel so Welcome! Only reason - for not ALL 5 stars is I would like to have place to hang towels to dry (ceiling fan would help) and vent in bathroom to dry things out a bit. Maybe update flooring. BUT I WOULD ABSOLUTELY STAY HERE AGAIN. The LOCATION, PEOPLE ARE AMAZING. WONDERFUL BREAKFAST & enjoyed the oranges!!!",1
ECD111,A Gem,"We have stayed here twice when we visit our son at USD and love the location, the staff and the service at Pantai Inn. It is very nice to have a delicious breakfast included every morning as well. I would highly recommend this to anyone looking for a nice boutique hotel.",5
ljclay2r,Great View!,"Amazing experience and a peaceful retreat. We ended our pacific coast highway trip here and it was the perfect place to relax and enjoy La Jolla before heading home Wonderful customer service, beautiful and convenient location, clean rooms, delicious food! Definitely recommend",3
Les922,We cannot wait to come back!,Everything about the Pantai Inn is wonderful! All the staff is professional and very nice! The room with the Oceanview takes your breath away! The rooms and very clean and stocked with snacks and drinks. The breakfast was FRESH! Not taken out of a box and warmed! Treat yourself to a stay here! Michael was soo nice and gave great advice on area restaurants!,1
Cruiser44812,LUXURY GETAWAY,"My words cannot explain what a wonderful experience you’ll have while staying here. The staff - very friendly, professional, accommodating. The location - beautiful. The surroundings - awesome. Chelsea assisted me with an amazing upgrade. Albert helped with check-in. Both are very deserving of the highest recognition. Thank you all for a wonderful time.",5
